Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
0,23.0,180.0,77.0,Sweden,SWE,0,1980,Lake Placid,Biathlon,Biathlon Men's 10 kilometres Sprint, 
0,23.0,202.0,115.0,Czech Republic,CZE,1,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
0,40.0,162.0,50.0,Sweden,SWE,1,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual", 
0,22.0,170.0,73.0,Canada,CAN,1,1988,Seoul,Diving,Diving Men's Springboard, 
0,20.0,158.0,50.0,United States,USA,1,1952,Helsinki,Athletics,Athletics Women's 100 metres, 
0,24.0,169.0,70.0,Argentina,ARG,1,2000,Sydney,Canoeing,"Canoeing Men's Kayak Singles, 500 metres", 
0,19.0,171.0,60.0,China,CHN,0,2002,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey, 
0,23.0,193.0,89.0,Cuba,CUB,1,2000,Sydney,Volleyball,Volleyball Men's Volleyball, 
0,20.0,170.0,58.0,Japan,JPN,1,2000,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
0,25.0,162.0,53.0,United States,USA,0,1992,Albertville,Biathlon,Biathlon Women's 15 kilometres, 
0,20.0,165.0,69.0,East Germany,GDR,1,1972,Munich,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Gold
0,30.0,180.0,75.0,France,FRA,1,1996,Atlanta,Athletics,Athletics Women's Discus Throw, 
0,17.0,170.0,65.0,France,FRA,0,1968,Grenoble,Speed Skating,"Speed Skating Women's 1,000 metres", 
0,30.0,172.0,83.0,Brazil,BRA,1,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens, 
0,22.0,157.0,52.0,Romania,ROU,1,1976,Montreal,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle", 
0,26.0,194.0,120.0,Russia,RUS,1,1996,Atlanta,Athletics,Athletics Men's Discus Throw, 
0,36.0,183.0,83.0,Germany,GER,1,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres", 
0,29.0,178.0,78.0,New Zealand,NZL,1,2008,Beijing,Rowing,Rowing Women's Double Sculls,Gold
0,27.0,165.0,51.0,Italy,ITA,1,1960,Roma,Rowing,Rowing Men's Coxed Pairs, 
0,20.0,180.0,76.0,Soviet Union,URS,0,1984,Sarajevo,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
0,22.0,158.0,52.0,Uzbekistan,UZB,1,2008,Beijing,Judo,Judo Women's Half-Lightweight, 
0,33.0,189.0,71.0,Sweden,SWE,1,2000,Sydney,Cycling,Cycling Men's Individual Time Trial, 
0,22.0,178.0,74.0,Spain,ESP,1,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo, 
0,27.0,150.0,60.0,Iran,IRI,1,1976,Montreal,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
0,31.0,166.0,74.0,East Germany,GDR,1,1968,Mexico City,Weightlifting,Weightlifting Men's Middleweight, 
0,21.0,154.0,43.0,Australia,AUS,1,2012,London,Gymnastics,Gymnastics Women's Balance Beam, 
0,22.0,169.0,66.0,South Korea,KOR,1,2016,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Silver
0,25.0,178.0,78.0,New Zealand,NZL,1,2000,Sydney,Basketball,Basketball Women's Basketball, 
0,21.0,162.0,52.0,China,CHN,0,1998,Nagano,Figure Skating,Figure Skating Women's Singles,Bronze
0,22.0,158.0,47.0,Chinese Taipei,TPE,1,2008,Beijing,Badminton,Badminton Women's Singles, 
0,27.0,158.0,52.0,Japan,JPN,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
0,22.0,178.0,73.0,United States,USA,1,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom", 
0,24.0,176.0,84.0,Venezuela,VEN,1,2008,Beijing,Softball,Softball Women's Softball, 
0,23.0,165.0,69.0,Czechoslovakia,TCH,1,1976,Montreal,Weightlifting,Weightlifting Men's Lightweight, 
0,38.0,173.0,77.0,New Zealand,NZL,1,2000,Sydney,Sailing,Sailing Mixed Multihull, 
0,27.0,170.0,62.0,Guatemala,GUA,1,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay, 
0,33.0,185.0,80.0,Italy,ITA,1,1996,Atlanta,Fencing,"Fencing Men's epee, Team",Gold
0,27.0,182.0,59.0,Australia,AUS,1,1980,Moskva,Fencing,"Fencing Men's Foil, Individual", 
0,32.0,147.0,40.0,Italy,ITA,1,1996,Atlanta,Athletics,Athletics Women's Marathon, 
0,23.0,180.0,70.0,Soviet Union,URS,1,1976,Montreal,Football,Football Men's Football,Bronze
0,19.0,178.0,67.0,United States,USA,1,1976,Montreal,Swimming,Swimming Women's 100 metres Freestyle, 
0,25.0,180.0,86.0,China,CHN,1,2008,Beijing,Baseball,Baseball Men's Baseball, 
0,25.0,181.0,72.0,Netherlands,NED,1,1968,Mexico City,Hockey,Hockey Men's Hockey, 
0,29.0,178.0,80.0,Puerto Rico,PUR,1,1988,Seoul,Basketball,Basketball Men's Basketball, 
0,22.0,170.0,60.0,Italy,ITA,1,1960,Roma,Swimming,Swimming Women's 100 metres Backstroke, 
0,22.0,188.0,83.0,Italy,ITA,1,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
0,26.0,174.0,66.0,France,FRA,1,1988,Seoul,Rowing,Rowing Women's Single Sculls, 
0,19.0,175.0,72.0,United States,USA,1,1932,Los Angeles,Boxing,Boxing Men's Middleweight,Gold
0,21.0,159.0,48.0,South Korea,KOR,1,1984,Los Angeles,Rowing,Rowing Women's Coxed Fours, 
0,16.0,155.0,43.0,Great Britain,GBR,1,1976,Montreal,Gymnastics,Gymnastics Women's Horse Vault, 
0,26.0,157.0,49.0,Yugoslavia,YUG,1,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around, 
0,42.0,171.0,72.0,Denmark,DEN,0,1998,Nagano,Curling,Curling Women's Curling,Silver
0,35.0,175.0,70.0,Canada,CAN,1,2004,Athina,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres", 
0,27.0,178.0,82.0,Hungary,HUN,1,1960,Roma,Football,Football Men's Football,Bronze
0,29.0,182.0,84.0,Bulgaria,BUL,1,1988,Seoul,Fencing,"Fencing Men's Sabre, Team", 
0,30.0,188.0,95.0,Croatia,CRO,1,2004,Athina,Water Polo,Water Polo Men's Water Polo, 
0,17.0,188.0,72.0,Canada,CAN,1,1992,Barcelona,Swimming,Swimming Women's 100 metres Backstroke, 
0,26.0,180.0,72.0,Lebanon,LIB,1,1988,Seoul,Swimming,Swimming Men's 100 metres Breaststroke, 
0,28.0,165.0,68.0,Argentina,ARG,1,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze
0,21.0,195.0,80.0,Canada,CAN,1,1988,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual", 
0,25.0,194.0,84.0,Spain,ESP,1,1988,Seoul,Basketball,Basketball Men's Basketball, 
0,19.0,182.0,70.0,Canada,CAN,0,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Slopestyle, 
0,26.0,167.0,52.0,Canada,CAN,0,1992,Albertville,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay, 
0,23.0,175.0,68.0,Portugal,POR,1,1988,Seoul,Athletics,Athletics Men's 200 metres, 
0,23.0,170.0,70.0,France,FRA,1,1984,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle", 
0,37.0,172.0,68.0,Australia,AUS,1,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey, 
0,33.0,181.0,81.0,Canada,CAN,1,1964,Tokyo,Hockey,Hockey Men's Hockey, 
0,25.0,178.0,72.0,Great Britain,GBR,0,1980,Lake Placid,Alpine Skiing,Alpine Skiing Men's Downhill, 
0,26.0,169.0,75.0,New Zealand,NZL,1,2000,Sydney,Softball,Softball Women's Softball, 
0,29.0,168.0,50.0,Senegal,SEN,1,1984,Los Angeles,Wrestling,"Wrestling Men's Flyweight, Freestyle", 
0,28.0,165.0,59.0,France-3,FRA,1,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, Slalom", 
0,17.0,180.0,74.0,Australia,AUS,1,1968,Mexico City,Swimming,Swimming Men's 100 metres Backstroke, 
0,25.0,188.0,95.0,Canada,CAN,0,2010,Vancouver,Luge,Luge Men's Singles, 
0,16.0,166.0,58.0,Netherlands,NED,1,1960,Roma,Diving,Diving Women's Springboard, 
0,26.0,180.0,78.0,Chinese Taipei,TPE,1,2016,Rio de Janeiro,Badminton,Badminton Men's Singles, 
0,17.0,165.0,62.0,Italy,ITA,0,1960,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Downhill, 
0,21.0,180.0,71.0,Germany,GER,1,2000,Sydney,Boxing,Boxing Men's Light-Middleweight, 
0,27.0,186.0,78.0,New Zealand,NZL,1,2008,Beijing,Hockey,Hockey Men's Hockey, 
0,19.0,178.0,75.0,France,FRA,1,1948,London,Fencing,"Fencing Men's Foil, Individual",Silver
0,22.0,187.0,80.0,Sweden,SWE,0,1980,Lake Placid,Speed Skating,"Speed Skating Men's 1,000 metres", 
0,30.0,180.0,75.0,United States,USA,0,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
0,26.0,185.0,78.0,Australia,AUS,1,1992,Barcelona,Athletics,Athletics Men's Pole Vault, 
0,23.0,188.0,92.0,Norway,NOR,1,1924,Paris,Athletics,Athletics Men's Discus Throw, 
0,26.0,163.0,59.0,Germany,GER,1,1996,Atlanta,Gymnastics,Gymnastics Men's Individual All-Around, 
0,21.0,168.0,53.0,Ethiopia,ETH,1,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon, 
0,25.0,180.0,97.0,Soviet Union,URS,1,1988,Seoul,Shooting,"Shooting Men's Air Pistol, 10 metres", 
0,24.0,168.0,60.0,Spain,ESP,0,1988,Calgary,Alpine Skiing,Alpine Skiing Women's Super G, 
0,25.0,163.0,73.0,Mauritius,MRI,1,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight, 
0,39.0,190.0,80.0,Brazil-1,BRA,1,2012,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
0,27.0,183.0,79.0,United States,USA,1,1964,Tokyo,Wrestling,"Wrestling Men's Welterweight, Greco-Roman", 
0,21.0,168.0,61.0,Canada,CAN,0,1984,Sarajevo,Speed Skating,Speed Skating Women's 500 metres, 
0,30.0,190.0,88.0,Germany,GER,1,1996,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball, 
0,20.0,173.0,51.0,Ukraine,UKR,1,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group, 
0,21.0,176.0,65.0,France,FRA,1,1968,Mexico City,Cycling,"Cycling Men's Road Race, Individual", 
0,24.0,167.0,57.0,Colombia,COL,1,2004,Athina,Taekwondo,Taekwondo Women's Featherweight, 
0,25.0,169.0,64.0,Malaysia,MAS,1,1972,Munich,Hockey,Hockey Men's Hockey, 
0,24.0,169.0,56.0,Italy,ITA,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint, 
0,24.0,179.0,77.5,Finland,FIN,1,1988,Seoul,Athletics,Athletics Women's Javelin Throw, 
0,25.0,172.0,65.0,Netherlands,NED,1,2012,London,Hockey,Hockey Women's Hockey,Gold
0,25.0,180.0,72.0,Germany,GER,1,1992,Barcelona,Rowing,Rowing Women's Coxless Pairs,Silver
0,30.0,197.0,85.0,Romania,ROU,1,1976,Montreal,Athletics,Athletics Men's Triple Jump, 
0,26.0,197.0,85.0,Romania,ROU,1,1972,Munich,Athletics,Athletics Men's Long Jump, 
0,20.0,183.0,77.0,Canada-2,CAN,0,2006,Torino,Figure Skating,Figure Skating Mixed Pairs, 
0,21.0,192.0,80.0,New Zealand,NZL,1,2008,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
0,25.0,188.0,78.0,Brazil,BRA,1,2004,Athina,Modern Pentathlon,Modern Pentathlon Men's Individual, 
0,27.0,193.0,92.0,Egypt,EGY,1,2000,Sydney,Handball,Handball Men's Handball, 
0,24.0,170.0,60.0,China,CHN,1,2000,Sydney,Athletics,Athletics Women's 100 metres Hurdles, 
0,19.0,165.0,63.0,Canada,CAN,1,1984,Los Angeles,Hockey,Hockey Women's Hockey, 
0,29.0,175.0,58.0,Canada,CAN,1,1996,Atlanta,Athletics,Athletics Women's 400 metres Hurdles, 
0,34.0,188.0,87.0,Italy,ITA,1,1968,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
0,22.0,183.0,77.0,Soviet Union,URS,0,1980,Lake Placid,Alpine Skiing,Alpine Skiing Men's Slalom, 
0,22.0,167.0,76.0,Myanmar,MYA,1,1972,Munich,Football,Football Men's Football, 
0,18.0,185.0,75.0,Czechoslovakia,TCH,1,1992,Barcelona,Swimming,Swimming Men's 100 metres Backstroke, 
0,25.0,188.0,78.0,Ukraine,UKR,1,2008,Beijing,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres", 
0,21.0,165.0,65.0,Czechoslovakia,TCH,0,1988,Calgary,Figure Skating,Figure Skating Men's Singles, 
0,17.0,163.0,55.0,Spain,ESP,1,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay, 
0,26.0,163.0,57.0,Italy,ITA,1,2012,London,Diving,Diving Women's Springboard, 
0,31.0,187.0,90.0,Canada,CAN,1,1988,Seoul,Archery,Archery Men's Individual, 
0,26.0,185.0,95.0,Sweden,SWE,0,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
0,33.0,170.0,72.0,Cuba,CUB,1,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres", 
0,26.0,185.0,86.0,Sweden,SWE,0,2002,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey, 
0,30.0,197.0,93.0,Denmark,DEN,1,2016,Rio de Janeiro,Handball,Handball Men's Handball,Gold
0,26.0,170.0,57.0,Italy,ITA,0,1984,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
0,20.0,182.0,61.0,Australia,AUS,1,1960,Roma,Cycling,"Cycling Men's 1,000 metres Time Trial", 
0,24.0,185.0,80.0,Unified Team,EUN,0,1992,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
0,20.0,167.0,64.0,Russia,RUS,1,2008,Beijing,Cycling,"Cycling Women's Mountainbike, Cross-Country", 
0,19.0,180.0,75.0,Canada,CAN,1,1984,Los Angeles,Equestrianism,"Equestrianism Mixed Jumping, Individual", 
0,18.0,168.0,57.0,Kazakhstan,KAZ,0,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials, 
0,23.0,180.0,60.0,Philippines,PHI,1,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Freestyle, 
0,24.0,172.0,68.0,Netherlands-2,NED,0,2002,Salt Lake City,Bobsleigh,Bobsleigh Women's Two, 
0,18.0,156.0,47.0,Canada,CAN,1,1964,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars, 
0,19.0,165.0,55.0,Germany,GER,1,1960,Roma,Swimming,Swimming Women's 400 metres Freestyle, 
0,28.0,177.0,78.0,Canada,CAN,0,2002,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres", 
0,21.0,195.0,85.0,Kazakhstan,KAZ,1,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke, 
0,30.0,172.0,74.0,Soviet Union,URS,1,1972,Munich,Sailing,Sailing Mixed Two Person Keelboat, 
0,33.0,179.0,90.0,Spain,ESP,1,2016,Rio de Janeiro,Handball,Handball Women's Handball, 
0,21.0,168.0,64.0,Great Britain,GBR,0,1984,Sarajevo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
0,21.0,180.0,74.0,Egypt,EGY,1,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Individual", 
0,30.0,183.0,84.0,Sweden-1,SWE,1,1992,Barcelona,Badminton,Badminton Men's Doubles, 
0,23.0,176.0,72.0,France,FRA,1,1984,Los Angeles,Football,Football Men's Football,Gold
0,32.0,169.0,58.0,Guinea Bissau,GBS,1,1996,Atlanta,Wrestling,"Wrestling Men's Bantamweight, Freestyle", 
0,30.0,178.0,73.0,Japan-2,JPN,0,1998,Nagano,Bobsleigh,Bobsleigh Men's Four, 
0,22.0,161.0,57.0,Hungary,HUN,1,1964,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around, 
0,36.0,168.0,59.0,United States,USA,1,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual", 
0,23.0,183.0,74.0,Canada,CAN,1,1976,Montreal,Football,Football Men's Football, 
0,29.0,188.0,81.0,United States,USA,1,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual", 
0,27.0,178.0,72.0,Kazakhstan,KAZ,0,2010,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres, 
0,30.0,181.0,75.0,Greece,GRE,1,1972,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy, 
0,24.0,170.0,56.0,Italy,ITA,0,2010,Vancouver,Biathlon,Biathlon Women's 7.5 kilometres Sprint, 
0,56.0,157.0,64.0,United States,USA,1,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres", 
0,17.0,172.0,59.0,East Germany,GDR,1,1976,Montreal,Swimming,Swimming Women's 100 metres Butterfly,Gold
0,49.0,162.0,67.0,Ali-Baba VI,SUI,1,1960,Roma,Sailing,Sailing Mixed Two Person Keelboat, 
0,36.0,189.0,94.0,Great Britain,GBR,1,1996,Atlanta,Athletics,Athletics Men's 100 metres, 
0,26.0,170.0,57.0,Italy,ITA,0,1984,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres, 
0,26.0,165.0,58.0,Hungary,HUN,1,1980,Moskva,Gymnastics,Gymnastics Men's Rings, 
0,31.0,175.0,75.0,Colombia,COL,1,2004,Athina,Cycling,Cycling Men's Individual Time Trial, 
0,29.0,175.0,85.0,Canada,CAN,1,2000,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle", 
0,18.0,161.0,62.0,Romania,ROU,1,2008,Beijing,Weightlifting,Weightlifting Men's Featherweight, 
0,27.0,180.0,69.0,Ireland,IRL,1,2016,Rio de Janeiro,Boxing,Boxing Men's Welterweight, 
0,28.0,185.0,80.0,Romania-2,ROU,0,2006,Torino,Bobsleigh,Bobsleigh Men's Two, 
0,23.0,175.0,70.0,Ireland,IRL,1,1968,Mexico City,Fencing,"Fencing Men's Sabre, Team", 
0,31.0,180.0,78.0,Australia,AUS,1,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom", 
0,30.0,185.0,80.0,Poland,POL,1,1992,Barcelona,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres", 
0,29.0,193.0,93.0,Denmark,DEN,1,1980,Moskva,Handball,Handball Men's Handball, 
0,22.0,177.0,68.0,Canada,CAN,1,1988,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar, 
0,25.0,206.0,137.0,Venezuela,VEN,1,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball, 
0,20.0,162.0,53.0,Mexico,MEX,1,1968,Mexico City,Diving,Diving Women's Springboard, 
0,31.0,182.0,66.0,Belgium,BEL,1,2008,Beijing,Cycling,"Cycling Men's Road Race, Individual", 
0,19.0,168.0,50.0,Malaysia,MAS,1,1976,Montreal,Swimming,Swimming Men's 200 metres Backstroke, 
0,22.0,177.0,62.0,France,FRA,1,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual", 
0,19.0,177.0,64.0,Spain,ESP,1,1988,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay, 
0,34.0,174.0,70.0,Turkey,TUR,1,1960,Roma,Football,Football Men's Football, 
0,40.0,168.0,63.0,Philippines,PHI,1,1960,Roma,Shooting,Shooting Men's Trap, 
0,25.0,168.0,61.0,Czechoslovakia,TCH,1,1972,Munich,Gymnastics,Gymnastics Men's Horse Vault, 
0,17.0,198.0,96.0,Australia,AUS,1,1980,Moskva,Swimming,Swimming Men's 100 metres Freestyle, 
0,22.0,161.0,70.0,Mexico,MEX,1,1972,Munich,Water Polo,Water Polo Men's Water Polo, 
0,24.0,180.0,80.0,Australia,AUS,1,1972,Munich,Judo,Judo Men's Middleweight, 
0,25.0,173.0,66.0,Australia,AUS,1,2004,Athina,Judo,Judo Men's Lightweight, 
0,27.0,178.0,82.0,New Zealand,NZL,1,1988,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres", 
0,14.0,165.0,61.0,Madagascar,MAD,1,1980,Moskva,Swimming,Swimming Men's 100 metres Butterfly, 
0,27.0,180.0,70.0,Netherlands,NED,1,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours, 
0,26.0,181.0,72.0,China,CHN,1,2008,Beijing,Athletics,Athletics Men's Javelin Throw, 
0,23.0,195.0,88.0,Netherlands,NED,1,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Freestyle, 
0,19.0,196.0,93.0,United States,USA,1,1976,Montreal,Rowing,Rowing Men's Coxed Eights, 
0,28.0,180.0,72.0,Kazakhstan,KAZ,0,2014,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres, 
0,28.0,172.0,64.0,Portugal,POR,1,1964,Tokyo,Athletics,Athletics Men's 100 metres, 
0,23.0,188.0,91.0,Russia,RUS,1,2004,Athina,Boxing,Boxing Men's Heavyweight, 
0,25.0,180.0,77.0,Italy,ITA,0,1998,Nagano,Biathlon,Biathlon Men's 20 kilometres, 
0,28.0,185.0,89.0,New Zealand,NZL,1,1976,Montreal,Sailing,Sailing Mixed Three Person Keelboat, 
0,21.0,173.0,67.0,Russia,RUS,1,2012,London,Taekwondo,Taekwondo Women's Heavyweight,Bronze
0,29.0,175.0,58.0,Canada,CAN,1,1992,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay, 
0,21.0,174.0,72.0,Poland,POL,1,1992,Barcelona,Football,Football Men's Football,Silver
0,27.0,184.0,79.0,Germany,GER,0,1992,Albertville,Alpine Skiing,Alpine Skiing Men's Giant Slalom, 
0,30.0,170.0,72.0,Poland,POL,1,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres", 
0,28.0,169.0,59.0,Cuba,CUB,1,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay, 
0,21.0,184.0,75.0,Ireland,IRL,1,1956,Melbourne,Athletics,"Athletics Men's 1,500 metres",Gold
0,21.0,188.0,82.0,Germany,GER,0,1994,Lillehammer,Speed Skating,"Speed Skating Men's 5,000 metres", 
0,23.0,182.0,75.0,France,FRA,1,1988,Seoul,Rowing,Rowing Women's Quadruple Sculls, 
0,33.0,178.0,90.0,Norway,NOR,0,1994,Lillehammer,Ice Hockey,Ice Hockey Men's Ice Hockey, 
0,26.0,160.0,55.0,New Zealand,NZL,1,1984,Los Angeles,Diving,Diving Women's Springboard, 
0,27.0,180.0,79.0,United States,USA,1,1960,Roma,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
0,19.0,178.0,59.0,United States,USA,1,1920,Antwerpen,Athletics,Athletics Men's 400 metres Hurdles, 
0,29.0,174.0,62.0,Cuba,CUB,1,1992,Barcelona,Fencing,"Fencing Men's Foil, Team",Silver
0,26.0,179.0,61.0,Yugoslavia,YUG,1,1984,Los Angeles,Athletics,Athletics Women's Long Jump, 
0,22.0,161.0,57.0,Hungary,HUN,1,1964,Tokyo,Gymnastics,Gymnastics Women's Uneven Bars, 
0,21.0,175.0,73.0,Mexico,MEX,1,1976,Montreal,Water Polo,Water Polo Men's Water Polo, 
0,25.0,184.0,70.0,Belgium,BEL,1,1972,Munich,Shooting,Shooting Mixed Skeet, 
0,31.0,174.0,74.0,Spain,ESP,1,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team", 
0,26.0,187.0,85.0,Andorra,AND,0,2006,Torino,Alpine Skiing,Alpine Skiing Men's Combined, 
0,31.0,156.0,60.0,Mexico,MEX,1,1988,Seoul,Sailing,Sailing Mixed Windsurfer, 
0,23.0,170.0,67.0,Switzerland,SUI,0,2010,Vancouver,Alpine Skiing,Alpine Skiing Women's Combined, 
0,17.0,166.0,58.0,Italy,ITA,0,2006,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey, 
0,26.0,186.0,70.0,Germany,GER,1,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls, 
0,22.0,175.0,102.0,United States,USA,1,1996,Atlanta,Athletics,Athletics Women's Shot Put, 
0,22.0,165.0,55.0,El Salvador,ESA,1,1984,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk, 
0,31.0,194.0,92.0,Montenegro,MNE,1,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo, 
0,21.0,170.0,68.0,Canada,CAN,0,1976,Innsbruck,Speed Skating,Speed Skating Women's 500 metres, 
0,24.0,163.0,59.0,Romania,ROU,1,1992,Barcelona,Gymnastics,Gymnastics Men's Horse Vault, 
0,22.0,158.0,52.0,South Korea,KOR,0,2002,Salt Lake City,Speed Skating,"Speed Skating Women's 3,000 metres", 
0,25.0,197.0,85.0,Switzerland,SUI,1,1984,Los Angeles,Handball,Handball Men's Handball, 
0,19.0,164.0,51.0,Brazil,BRA,1,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group, 
0,21.0,152.0,48.0,Australia,AUS,1,1964,Tokyo,Gymnastics,Gymnastics Women's Floor Exercise, 
0,28.0,181.0,74.0,Latvia,LAT,1,2008,Beijing,Basketball,Basketball Women's Basketball, 
0,22.0,193.0,85.0,Denmark,DEN,1,2000,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
0,17.0,165.0,59.0,Chinese Taipei,TPE,1,2000,Sydney,Diving,Diving Women's Springboard, 
0,24.0,180.0,69.0,Belgium,BEL,1,2012,London,Athletics,Athletics Men's 400 metres, 
0,34.0,165.0,58.0,France,FRA,1,1960,Roma,Canoeing,Canoeing Men's Kayak Relay 4 x 500 metres, 
0,23.0,173.0,58.0,France,FRA,1,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay, 
0,20.0,178.0,75.0,Russia,RUS,1,1996,Atlanta,Archery,Archery Men's Team, 
0,33.0,180.0,76.0,Russia,RUS,1,2012,London,Handball,Handball Women's Handball, 
0,30.0,172.0,70.0,Czech Republic,CZE,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit, 
0,26.0,185.0,80.0,Russia,RUS,0,1994,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
0,15.0,170.0,53.0,Suriname,SUR,1,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle, 
0,21.0,183.0,78.0,Canada,CAN,1,1996,Atlanta,Swimming,Swimming Men's 200 metres Butterfly, 
0,23.0,181.0,77.0,Germany,GER,1,2008,Beijing,Boxing,Boxing Men's Middleweight, 
0,24.0,162.0,60.0,Bulgaria,BUL,1,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise, 
0,26.0,178.0,79.0,Canada,CAN,0,2010,Vancouver,Curling,Curling Men's Curling,Gold
0,27.0,170.0,60.0,Poland,POL,0,1998,Nagano,Cross Country Skiing,Cross Country Skiing Women's 5/10 kilometres Pursuit, 
0,22.0,164.0,69.0,Belarus,BLR,1,2004,Athina,Weightlifting,Weightlifting Women's Middleweight,Silver
0,26.0,196.0,98.0,United States,USA,1,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
