Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
0,15.0,175.0,64.0,184,98,0,1964,14,18,244,0
0,25.0,171.0,63.0,184,98,1,1968,20,16,231,0
0,22.0,181.0,100.0,169,88,1,1980,22,53,524,0
0,29.0,185.0,80.0,259,142,1,1984,18,3,62,0
1,23.0,166.0,84.0,78,196,1,2008,6,40,413,0
0,21.0,169.0,67.0,180,94,1,1964,39,52,505,0
1,23.0,165.0,50.0,184,98,1,2016,27,14,212,0
1,25.0,167.0,57.0,382,207,1,1996,4,24,282,0
1,20.0,188.0,77.0,301,165,1,2000,38,6,97,0
0,29.0,189.0,97.0,132,67,0,2006,40,0,1,2
0,24.0,190.0,85.0,94,50,1,1964,39,31,315,0
0,24.0,177.0,77.0,145,77,0,1992,0,25,283,0
0,20.0,185.0,92.0,237,133,0,2014,34,0,1,0
1,24.0,157.0,56.0,382,207,1,2016,27,19,250,0
0,28.0,172.0,70.0,265,144,0,2002,29,41,414,0
0,22.0,176.0,100.0,16,8,1,2000,38,26,291,0
0,27.0,192.0,92.0,14,5,1,2004,3,6,96,0
0,20.0,163.0,56.0,352,182,1,1964,39,22,266,0
1,28.0,188.0,80.0,382,207,1,1992,5,3,81,0
0,24.0,171.0,67.0,336,205,0,1984,32,12,164,3
0,20.0,172.0,68.0,408,217,1,1964,39,22,267,0
1,19.0,172.0,58.0,340,61,1,1992,5,42,459,0
0,21.0,173.0,67.0,336,205,1,1976,21,3,21,0
0,25.0,163.0,62.0,94,50,1,1980,22,22,264,0
0,30.0,158.0,60.0,233,126,1,1964,39,52,499,0
0,32.0,179.0,85.0,145,77,1,1992,5,35,370,0
0,25.0,185.0,82.0,145,77,1,1992,5,53,529,2
0,34.0,190.0,83.0,251,140,0,2010,41,41,414,0
0,24.0,185.0,87.0,408,217,1,1960,28,42,432,0
0,22.0,180.0,85.0,301,165,1,2012,17,11,143,2
0,25.0,180.0,79.0,151,72,1,2016,27,24,281,0
0,21.0,182.0,78.0,233,126,1,1968,20,17,232,0
0,32.0,172.0,60.0,132,67,1,1952,13,3,44,0
0,22.0,173.0,63.0,151,72,1,1988,33,10,123,0
0,25.0,173.0,70.0,184,98,1,1960,28,24,281,0
1,21.0,178.0,60.0,259,142,1,1988,33,3,73,0
0,20.0,188.0,77.0,22,12,1,1960,28,3,52,0
0,24.0,172.0,58.0,145,77,1,1936,7,3,37,0
0,22.0,180.0,63.0,195,103,0,2002,29,38,398,0
1,30.0,158.0,54.0,54,31,0,2006,40,8,108,0
1,25.0,183.0,79.0,382,207,1,1984,18,50,495,3
1,27.0,170.0,64.0,94,50,1,1980,22,6,97,0
0,28.0,167.0,64.0,382,207,1,1956,19,22,269,0
1,24.0,162.0,56.0,105,53,1,1948,17,15,218,1
0,26.0,170.0,65.0,188,102,1,2012,17,17,232,0
1,30.0,163.0,66.0,64,35,1,1996,4,40,413,0
0,40.0,170.0,70.0,391,210,1,1960,28,35,365,0
1,22.0,163.0,61.0,382,207,1,2016,27,3,72,2
1,24.0,170.0,52.0,46,28,1,2000,38,30,312,0
0,23.0,167.0,73.0,367,195,1,1992,5,3,31,0
0,26.0,188.0,83.0,64,35,1,1984,18,51,496,0
0,38.0,171.0,80.0,35,25,1,2008,6,35,359,0
1,30.0,168.0,60.0,184,98,1,1996,4,14,205,0
1,12.0,160.0,60.0,86,45,1,1968,20,42,466,0
1,21.0,167.0,57.0,22,12,0,1956,10,0,7,0
0,21.0,185.0,78.0,105,53,1,2016,27,19,249,0
0,22.0,170.0,65.0,188,102,1,2008,6,17,232,0
0,26.0,189.0,81.0,37,19,1,2012,17,3,32,0
0,22.0,170.0,55.0,257,139,1,2012,17,3,41,0
0,21.0,175.0,74.0,356,187,1,1988,33,53,539,0
0,22.0,187.0,64.0,349,185,1,2004,3,10,123,0
1,17.0,163.0,69.0,374,203,1,2004,3,52,514,0
1,24.0,170.0,57.0,382,207,0,1984,32,0,8,0
1,21.0,161.0,51.0,285,156,1,1968,20,22,276,0
0,24.0,178.0,73.0,181,93,1,1992,5,11,144,0
1,14.0,162.0,45.0,296,163,1,1976,21,22,276,3
1,38.0,176.0,58.0,340,61,1,2004,3,16,226,1
0,24.0,165.0,55.0,301,165,1,2016,27,22,266,0
0,25.0,183.0,84.0,64,35,0,1994,16,0,2,0
0,30.0,170.0,83.0,340,61,1,2012,17,35,368,0
0,25.0,180.0,75.0,87,46,1,2016,27,42,449,0
0,24.0,182.0,76.0,157,80,1,2012,17,3,44,0
0,28.0,198.0,96.0,169,88,1,2012,17,23,279,0
0,19.0,182.0,76.0,265,144,0,2006,40,41,415,0
0,24.0,171.0,70.0,233,126,1,1972,23,51,496,0
1,24.0,160.0,46.0,172,90,1,1992,5,35,384,0
0,29.0,194.0,87.0,7,3,1,1996,4,23,279,0
0,24.0,194.0,75.0,251,140,1,1972,23,24,281,0
0,40.0,190.0,89.0,327,175,1,2012,17,31,320,1
1,21.0,169.0,58.0,75,40,1,2008,6,1,12,0
0,21.0,171.0,72.0,64,35,0,1980,15,41,415,0
1,36.0,160.0,46.0,285,156,1,2016,27,3,85,0
0,20.0,170.0,52.0,382,207,1,1920,2,31,315,3
0,22.0,177.0,64.0,149,78,1,1972,23,3,26,0
0,27.0,178.0,73.0,382,207,0,1968,12,38,397,0
0,32.0,190.0,85.0,251,140,1,2016,27,14,201,0
1,21.0,169.0,59.0,132,67,1,1988,33,46,487,0
0,22.0,170.0,63.0,218,123,1,2016,27,3,37,0
0,25.0,190.0,78.0,352,182,1,2004,3,17,236,2
1,41.0,175.0,56.0,352,182,1,1988,33,35,385,0
1,24.0,159.0,42.0,125,63,1,2008,6,3,76,1
1,20.0,170.0,60.0,233,126,1,1988,33,46,487,0
0,23.0,180.0,81.0,195,103,0,1998,24,12,164,0
0,23.0,189.0,85.0,63,42,1,2008,6,19,249,0
1,36.0,169.0,60.0,64,35,1,1964,39,16,226,0
0,21.0,178.0,69.0,179,92,1,1992,5,14,182,0
0,20.0,176.0,67.0,408,217,0,1984,32,8,104,0
0,26.0,178.0,63.0,265,144,0,1980,15,8,103,0
0,25.0,187.0,74.0,46,28,1,1988,33,3,41,3
1,28.0,182.0,72.0,251,140,0,2014,34,41,424,1
0,25.0,195.0,91.0,64,35,1,1964,39,31,314,0
0,27.0,170.0,59.0,340,61,1,1984,18,3,38,0
0,22.0,170.0,65.0,233,126,1,1968,20,42,435,0
0,25.0,175.0,74.0,16,8,1,1968,20,14,183,0
0,26.0,192.0,88.0,184,98,1,1972,23,31,315,0
0,27.0,182.0,75.0,64,35,1,1988,33,17,234,0
0,26.0,178.0,75.0,326,184,1,2004,3,11,131,0
0,20.0,177.0,72.0,86,45,1,1968,20,19,249,0
1,30.0,169.0,64.0,151,72,0,2002,29,20,258,0
0,24.0,184.0,74.0,375,204,0,2002,29,8,104,0
0,30.0,183.0,65.0,22,12,1,1972,23,3,37,0
1,24.0,173.0,59.0,145,77,1,2000,38,14,209,0
0,27.0,180.0,70.0,184,98,0,1980,15,12,160,0
0,25.0,178.0,68.0,382,207,1,1956,19,28,305,3
0,35.0,205.0,100.0,382,207,1,1992,5,6,96,2
0,24.0,176.0,64.0,64,35,1,1932,18,3,16,1
0,21.0,182.0,71.0,382,207,1,1904,36,3,40,0
1,32.0,178.0,88.0,132,67,1,2016,27,45,482,0
0,22.0,179.0,66.0,391,210,1,2008,6,42,434,0
0,26.0,177.0,67.0,336,205,0,1972,31,18,244,3
0,22.0,193.0,92.0,251,140,1,1968,20,51,496,0
0,20.0,174.0,70.0,195,103,0,2014,34,36,389,0
1,16.0,160.0,48.0,169,88,1,2008,6,22,273,0
1,24.0,166.0,64.0,25,13,0,2014,34,0,7,3
1,25.0,175.0,65.0,22,12,1,2016,27,42,464,0
0,22.0,182.0,87.0,391,210,1,2000,38,35,359,0
0,24.0,186.0,80.0,46,28,1,1988,33,34,351,0
1,32.0,172.0,68.0,145,77,1,1992,5,23,280,0
0,23.0,180.0,73.0,132,67,0,2002,29,29,311,0
0,19.0,179.0,73.0,16,8,0,1984,32,0,3,0
0,24.0,168.0,61.0,64,35,1,1972,23,53,520,0
0,31.0,161.0,60.0,91,48,1,2004,3,26,285,0
1,27.0,158.0,52.0,188,102,0,1994,16,12,169,0
0,21.0,164.0,57.0,361,191,1,1976,21,10,117,0
0,20.0,183.0,75.0,151,72,1,1920,2,3,21,0
0,20.0,191.0,94.0,130,66,0,1998,24,25,283,1
0,19.0,191.0,73.0,145,77,1,1996,4,42,441,1
1,20.0,152.0,43.0,153,72,0,2010,41,18,245,0
0,25.0,165.0,69.0,169,88,1,1988,33,26,287,0
0,38.0,185.0,95.0,301,165,0,2010,41,27,300,0
0,30.0,163.0,51.0,118,58,1,1988,33,10,118,0
0,22.0,163.0,62.0,372,193,1,2004,3,52,499,0
1,18.0,159.0,57.0,301,165,0,2014,34,25,284,0
0,40.0,170.0,68.0,397,68,0,1976,14,12,165,0
0,29.0,181.0,81.0,100,189,1,1972,23,23,279,3
0,25.0,185.0,77.0,37,19,1,1980,22,3,34,0
1,23.0,165.0,52.0,314,108,1,2016,27,3,85,0
1,23.0,172.0,52.0,46,28,1,2008,6,3,69,0
1,41.0,172.0,52.0,349,185,1,2016,27,16,229,0
1,23.0,172.0,79.0,132,67,1,2000,38,23,280,0
0,21.0,169.0,70.0,326,184,0,1998,24,12,159,0
0,24.0,180.0,82.0,184,98,1,1960,28,31,314,0
1,28.0,166.0,65.0,352,182,0,2006,40,0,9,0
1,26.0,173.0,60.0,265,144,0,1992,0,12,175,0
0,26.0,170.0,65.0,340,61,1,2016,27,3,37,0
0,26.0,167.0,75.0,285,156,0,1948,30,38,399,0
0,18.0,169.0,60.0,94,50,1,1960,28,10,124,0
0,25.0,195.0,91.0,22,12,1,2012,17,51,496,0
0,19.0,192.0,80.0,64,35,1,2008,6,42,427,1
0,21.0,181.0,91.0,94,50,1,1980,22,23,279,0
0,29.0,180.0,77.0,251,140,1,2000,38,51,496,0
1,20.0,166.0,61.0,336,205,1,1968,20,42,461,0
0,18.0,183.0,69.0,64,35,0,2010,41,38,397,0
1,19.0,165.0,60.0,259,142,1,2004,3,19,250,0
0,47.0,181.0,82.0,97,52,1,2004,3,35,369,0
1,19.0,157.0,49.0,195,103,0,2002,29,25,284,0
0,27.0,178.0,61.0,382,207,1,2004,3,3,20,0
0,18.0,178.0,80.0,285,156,1,1992,5,11,139,0
0,22.0,176.0,65.0,382,207,1,2012,17,3,16,0
1,24.0,186.0,78.0,296,163,1,2016,27,31,325,1
1,25.0,177.0,67.0,145,77,0,1994,16,8,112,0
1,26.0,184.0,72.0,256,146,1,2000,38,6,97,0
0,21.0,192.0,78.0,169,88,1,1972,23,31,319,0
0,22.0,182.0,78.0,35,25,0,2014,34,0,4,0
0,28.0,178.0,80.0,184,98,1,1952,13,17,235,3
0,19.0,167.0,58.0,64,35,0,1984,32,38,399,0
0,19.0,168.0,53.0,340,61,1,1960,28,31,317,0
1,19.0,161.0,50.0,100,189,1,1972,23,22,276,0
1,26.0,165.0,60.0,361,191,1,2016,27,14,203,0
0,26.0,178.0,70.0,340,61,1,2004,3,31,321,0
0,18.0,150.0,54.0,172,90,1,1988,33,52,500,0
0,28.0,180.0,70.5,130,66,0,1992,0,8,104,0
0,26.0,200.0,95.0,382,207,1,1992,5,42,449,3
0,28.0,172.0,59.0,45,27,1,2008,6,3,53,0
0,21.0,162.0,56.0,285,156,1,1976,21,22,266,0
1,24.0,168.0,58.0,46,28,1,2016,27,16,226,0
1,29.0,160.0,57.0,184,98,0,1994,16,41,422,0
0,28.0,176.0,77.0,121,76,1,1996,4,3,26,0
1,28.0,178.0,64.0,382,207,1,1996,4,23,280,0
0,28.0,183.0,97.0,340,61,1,1984,18,23,279,0
0,23.0,186.0,86.0,382,207,1,1968,20,51,496,0
1,24.0,165.0,46.0,371,199,1,1996,4,3,85,0
0,17.0,165.0,64.0,233,126,1,1968,20,11,131,0
0,34.0,192.0,83.0,169,88,1,1972,23,23,279,0
1,34.0,157.0,54.0,256,146,1,2000,38,35,380,0
1,26.0,171.0,61.0,22,12,1,2000,38,23,280,0
0,20.0,180.0,72.0,184,98,1,1988,33,14,200,0
0,25.0,178.0,76.0,182,96,1,2000,38,3,56,0
0,46.0,165.0,75.0,340,61,1,1960,28,35,370,0
0,20.0,178.0,74.0,233,126,1,1964,39,19,249,0
1,26.0,174.0,69.0,352,182,1,2012,17,34,354,0
0,35.0,190.0,80.0,48,28,1,2008,6,7,98,1
0,27.0,173.0,73.0,151,72,1,2004,3,3,32,0
0,26.0,181.0,80.0,327,175,0,2014,34,8,101,0
0,25.0,173.0,79.0,285,156,1,1976,21,23,279,1
0,27.0,189.0,75.0,408,217,1,1936,7,3,52,0
0,25.0,184.0,79.0,301,165,1,2012,17,48,491,0
1,23.0,179.0,70.0,151,72,1,2012,17,42,463,1
0,18.0,157.0,72.0,94,50,1,1976,21,22,264,0
0,24.0,180.0,86.0,200,109,1,1988,33,26,291,0
0,32.0,170.0,62.0,105,53,1,1972,23,35,378,0
1,33.0,182.0,75.0,375,204,1,2012,17,31,332,2
1,25.0,165.0,61.0,336,205,0,1976,14,41,422,2
1,20.0,163.0,55.0,382,207,0,1972,31,0,6,1
0,22.0,161.0,62.0,388,206,1,1956,19,14,196,0
1,35.0,174.0,65.0,145,77,1,2000,38,3,81,0
0,22.0,200.0,86.0,332,164,1,2008,6,46,484,0
0,26.0,185.0,81.0,382,207,1,2004,3,3,34,1
0,34.0,170.0,87.0,151,72,1,1992,5,52,506,0
1,29.0,161.0,48.0,250,141,1,2004,3,45,481,0
0,44.0,168.0,68.0,382,207,1,2008,6,16,230,0
0,24.0,172.0,60.0,196,104,1,2004,3,3,41,0
0,19.0,191.0,138.0,285,156,1,2016,27,3,57,0
0,25.0,173.0,67.0,37,19,1,1956,19,17,232,0
1,26.0,165.0,58.0,37,19,1,2012,17,3,67,0
0,32.0,178.0,72.0,151,72,1,2016,27,31,321,0
0,31.0,175.0,70.0,327,175,1,1996,4,11,151,0
0,30.0,176.0,75.0,369,197,1,2004,3,3,31,0
0,31.0,162.0,71.0,184,98,1,2012,17,22,269,0
0,35.0,180.0,100.0,16,8,1,2012,17,3,48,0
0,21.0,179.0,72.0,75,40,1,2008,6,19,249,0
0,29.0,188.0,88.0,22,12,1,1960,28,31,315,0
1,27.0,172.0,57.0,296,163,1,2004,3,3,63,1
1,25.0,181.0,71.0,316,170,1,2000,38,6,97,0
0,33.0,187.0,74.0,46,28,1,1996,4,3,16,0
0,23.0,165.0,52.0,233,126,1,1964,39,53,522,0
0,30.0,182.0,94.0,98,52,0,1994,16,9,114,0
0,42.0,179.0,73.0,46,28,1,1996,4,16,228,0
0,26.0,190.0,125.0,100,189,1,1976,21,3,57,0
0,27.0,176.0,76.0,397,68,1,1984,18,17,236,0
0,28.0,172.0,74.0,184,98,0,2006,40,36,389,0
0,25.0,180.0,69.0,64,35,1,1928,1,3,32,1
0,24.0,180.0,74.0,251,140,1,2004,3,11,151,0
0,21.0,183.0,77.0,69,36,1,1996,4,14,195,0
0,17.0,180.0,78.0,259,142,1,2000,38,19,249,0
0,23.0,167.0,68.0,151,72,1,1960,28,14,182,0
0,25.0,182.0,87.0,301,165,1,2008,6,6,96,0
0,28.0,180.0,90.0,64,35,1,1992,5,53,528,0
0,25.0,207.0,104.0,132,67,1,1956,19,6,96,0
0,26.0,168.0,67.0,132,67,0,1948,30,0,1,0
0,20.0,183.0,79.0,93,49,0,2014,34,12,160,0
0,21.0,169.0,68.0,296,163,1,1964,39,19,249,0
0,24.0,170.0,65.0,196,104,1,1960,28,34,351,0
1,19.0,155.0,59.0,276,149,1,2016,27,22,272,0
0,21.0,197.0,90.0,16,8,1,1984,18,50,494,0
1,27.0,165.0,58.0,114,74,0,1988,8,41,423,3
1,20.0,153.0,43.0,256,146,0,2010,41,39,409,0
0,23.0,191.0,101.0,22,12,1,2016,27,33,335,0
1,36.0,178.0,67.0,195,103,1,2008,6,23,280,0
0,24.0,171.0,71.0,188,102,0,1976,14,0,3,0
1,25.0,174.0,67.0,22,12,1,2016,27,14,212,0
0,26.0,180.0,95.0,151,72,1,1988,33,3,50,0
1,20.0,168.0,53.0,333,107,1,2016,27,1,13,2
0,20.0,173.0,76.0,352,182,1,1952,13,31,315,3
0,21.0,177.0,75.0,151,72,1,1960,28,10,125,0
0,22.0,183.0,80.0,314,108,1,1996,4,19,249,0
0,34.0,182.0,94.0,98,52,0,1998,24,9,114,0
0,35.0,185.0,70.0,382,207,1,1992,5,34,340,3
0,21.0,186.0,81.0,37,19,1,1976,21,3,52,0
0,30.0,176.0,63.0,352,182,0,2006,40,12,164,0
0,19.0,185.0,68.0,291,160,1,2004,3,3,28,0
1,23.0,170.0,63.0,382,207,1,2012,17,42,453,0
0,23.0,180.0,73.0,265,144,1,1976,21,14,182,0
0,26.0,185.0,90.0,133,67,0,2014,34,9,113,0
0,39.0,172.0,63.0,184,98,1,1976,21,16,231,0
0,28.0,174.0,65.0,16,8,1,1992,5,3,28,0
0,18.0,183.0,80.0,382,207,1,1964,39,14,188,0
0,21.0,180.0,83.0,64,35,0,1998,24,20,251,0
1,35.0,170.0,62.0,22,12,1,2004,3,6,97,3
0,24.0,182.0,76.0,151,72,0,2014,34,18,245,0
1,21.0,163.0,57.0,145,77,0,1992,0,8,108,0
0,27.0,190.0,84.0,265,144,1,1976,21,31,318,3
0,27.0,184.0,103.0,184,98,0,2010,41,9,113,0
0,31.0,171.0,72.0,227,136,1,2016,27,3,21,0
0,22.0,178.0,69.0,132,67,1,2008,6,10,127,0
1,28.0,176.0,69.0,349,185,0,2002,29,12,169,0
1,20.0,165.0,52.0,149,78,1,1972,23,3,66,0
1,41.0,153.0,49.0,352,182,1,2004,3,16,230,0
1,38.0,172.0,69.0,145,77,1,2000,38,11,152,2
0,25.0,183.0,83.0,388,206,1,1960,28,31,320,0
0,22.0,200.0,92.0,54,31,1,1968,20,6,96,0
0,24.0,168.0,56.0,282,151,1,1992,5,3,20,0
0,31.0,191.0,85.0,316,170,1,1972,23,3,62,0
1,15.0,155.0,46.0,37,19,1,2016,27,22,278,0
0,40.0,178.0,65.0,265,144,0,2014,34,8,104,0
0,35.0,180.0,84.0,326,184,1,2008,6,53,529,0
0,27.0,176.0,88.0,380,201,1,2004,3,35,368,0
0,26.0,175.0,70.0,296,163,0,1968,12,25,283,0
0,32.0,171.0,67.0,132,67,1,1956,37,16,229,0
1,16.0,168.0,49.0,154,79,1,2012,17,30,312,0
1,19.0,160.0,54.0,151,72,0,2010,41,36,391,0
0,18.0,183.0,78.0,340,61,1,1996,4,24,281,3
0,27.0,181.0,77.0,291,160,1,1992,5,3,49,0
0,30.0,186.0,79.0,25,13,0,2014,34,8,104,1
0,23.0,186.0,70.0,151,72,1,1988,33,42,446,0
1,33.0,159.0,53.0,28,14,1,2000,38,52,511,0
1,24.0,165.0,53.0,132,67,0,1998,24,12,174,0
0,24.0,183.0,82.0,145,77,1,1996,4,3,22,0
1,30.0,168.0,75.0,46,28,0,2014,34,9,115,0
1,19.0,164.0,50.0,35,25,1,2000,38,35,380,0
0,29.0,180.0,70.0,30,15,1,1976,21,3,26,0
1,23.0,164.0,63.0,287,157,1,1952,13,22,278,0
1,26.0,174.0,72.0,145,77,0,2010,41,41,424,0
1,31.0,161.0,58.0,46,28,1,2012,17,44,474,0
0,22.0,183.0,83.0,166,87,1,2008,6,19,249,0
0,30.0,182.0,84.0,132,67,0,1992,0,25,283,0
0,27.0,174.0,68.0,114,74,1,1968,20,16,227,0
1,20.0,174.0,67.0,282,151,1,1976,21,50,495,0
0,30.0,185.0,74.0,64,35,1,1984,18,24,281,0
0,28.0,175.0,66.0,191,101,1,2012,17,16,228,0
0,32.0,178.0,78.0,181,93,1,1988,33,11,141,0
0,26.0,202.0,100.0,212,117,1,2000,38,6,96,1
0,26.0,175.0,71.0,151,72,1,1988,33,26,290,0
1,16.0,168.0,55.0,251,140,1,1980,22,42,460,1
1,32.0,167.0,57.0,382,207,0,1992,0,8,108,0
1,23.0,170.0,57.0,169,88,1,1968,20,42,451,0
1,17.0,180.0,73.0,75,40,1,2004,3,6,97,0
0,23.0,185.0,79.0,382,207,0,1994,16,12,157,0
0,24.0,180.0,74.0,184,98,1,2004,3,3,21,0
1,21.0,159.0,59.0,285,156,1,1960,28,22,273,0
1,29.0,164.0,52.0,16,8,1,2016,27,3,85,0
0,27.0,175.0,78.0,382,207,0,1972,31,25,283,3
0,25.0,178.0,71.0,242,121,1,2012,17,19,249,0
0,30.0,182.0,80.0,251,140,1,2000,38,5,95,0
1,24.0,183.0,89.0,46,28,1,2012,17,6,97,0
0,22.0,193.0,88.0,382,207,1,1984,18,42,439,2
0,38.0,157.0,62.0,22,12,1,2000,38,16,228,0
0,22.0,201.0,84.0,285,156,1,2016,27,50,494,0
1,17.0,159.0,51.0,167,86,1,1984,18,42,461,0
0,22.0,181.0,84.0,132,67,1,1960,28,42,429,0
0,23.0,170.0,65.0,391,210,1,1984,18,14,195,0
0,31.0,180.0,83.0,184,98,0,2014,34,39,405,0
0,26.0,167.0,61.0,114,74,1,1968,20,22,266,0
1,34.0,183.0,72.0,23,12,1,2016,27,7,99,0
0,24.0,167.0,64.0,169,88,1,1992,5,22,265,0
0,24.0,180.0,75.0,382,207,0,1988,8,18,244,2
0,23.0,198.0,150.0,132,67,1,1972,23,3,57,0
1,27.0,174.0,60.0,132,67,0,1994,16,8,108,0
1,17.0,170.0,58.0,382,207,1,1968,20,42,452,0
0,21.0,165.0,60.0,132,67,1,2004,3,22,266,0
1,20.0,158.0,55.0,35,25,1,2008,6,53,544,0
0,34.0,188.0,86.0,116,74,0,1976,14,9,113,0
0,22.0,188.0,95.0,94,50,1,1980,22,31,315,0
1,16.0,172.0,66.0,132,67,1,1964,39,42,451,3
0,29.0,183.0,78.0,349,185,0,1998,24,12,162,0
0,25.0,160.0,54.0,220,122,1,1964,39,52,498,0
0,25.0,173.0,68.0,195,103,1,2000,38,22,268,0
0,28.0,194.0,74.0,96,51,1,2016,27,3,49,0
0,34.0,182.0,90.0,184,98,1,1996,4,31,314,0
0,21.0,184.0,69.0,272,148,1,1988,33,3,32,0
1,27.0,181.0,66.0,132,67,0,2010,41,0,8,0
0,32.0,179.0,70.0,132,67,1,1988,33,35,370,0
0,24.0,188.0,83.0,370,198,1,1988,33,50,494,0
0,29.0,170.0,71.0,340,61,1,1992,5,31,318,0
0,21.0,181.0,67.0,100,189,1,1976,21,28,305,3
0,26.0,183.0,81.0,100,189,0,1952,25,25,283,0
1,26.0,161.0,57.0,169,88,1,1968,20,22,272,0
0,21.0,173.0,60.0,390,209,1,1992,5,3,41,0
1,31.0,172.0,68.0,14,5,1,2016,27,23,280,0
0,28.0,186.0,86.0,203,111,0,2010,41,37,395,0
0,29.0,180.0,72.0,93,49,0,2006,40,12,166,0
1,28.0,170.0,60.0,340,61,1,1996,4,3,81,0
0,21.0,169.0,60.0,169,88,1,1976,21,22,268,0
1,24.0,176.0,73.0,64,35,1,1984,18,31,325,0
0,26.0,188.0,94.0,296,163,1,1968,20,31,315,0
0,26.0,171.0,80.0,37,19,1,1972,23,31,317,0
0,32.0,178.0,75.0,301,165,1,2008,6,1,11,0
0,20.0,186.0,92.0,211,116,0,1992,0,0,4,0
0,27.0,175.0,82.0,333,107,1,2008,6,53,533,0
0,29.0,187.0,86.0,151,72,1,1980,22,26,291,0
0,35.0,188.0,107.0,98,52,0,2006,40,9,114,0
0,24.0,181.0,74.0,272,148,1,1992,5,3,35,0
1,16.0,170.0,55.0,132,67,1,1996,4,42,462,0
0,36.0,174.0,75.0,22,12,1,2008,6,35,371,0
1,22.0,163.0,54.0,37,19,1,1976,21,3,73,0
0,22.0,169.0,70.0,149,78,1,2000,38,3,26,0
1,22.0,168.0,65.0,308,173,1,1996,4,3,73,0
1,25.0,170.0,70.0,22,12,1,2016,27,51,497,0
1,17.0,163.0,45.0,154,79,1,2004,3,30,313,0
0,26.0,166.0,67.0,285,156,0,1980,15,25,283,0
0,26.0,187.0,110.0,397,68,1,1988,33,3,45,0
0,23.0,193.0,99.0,257,139,1,1996,4,5,95,0
1,23.0,165.0,52.0,382,207,1,1988,33,3,84,0
0,26.0,190.0,80.0,33,17,1,1984,18,3,31,0
1,35.0,167.0,75.0,132,67,1,1996,4,35,382,0
0,26.0,185.0,90.0,251,140,1,1992,5,24,281,0
0,22.0,170.0,60.0,242,121,1,2004,3,3,28,0
0,28.0,163.0,75.0,220,122,1,1976,21,24,281,0
0,25.0,193.0,77.0,382,207,1,1996,4,44,470,0
0,36.0,170.0,71.0,287,157,1,1952,13,16,225,0
0,49.0,178.0,83.0,132,67,1,1984,18,35,379,0
0,29.0,187.0,75.0,54,31,1,2004,3,3,52,0
1,24.0,179.0,75.0,296,163,1,1980,22,31,325,1
0,26.0,184.0,120.0,371,199,1,2008,6,3,48,0
0,22.0,182.0,64.0,117,57,1,1976,21,42,435,0
1,28.0,148.0,48.0,65,35,0,2014,34,18,246,0
0,22.0,187.0,80.0,94,50,1,1980,22,51,496,0
0,25.0,183.0,73.0,382,207,1,1960,28,3,35,2
1,23.0,175.0,70.0,64,35,1,1992,5,11,153,0
1,26.0,150.0,48.0,220,122,1,2016,27,15,219,0
1,30.0,172.0,58.0,132,67,0,2010,41,8,106,0
0,29.0,190.0,91.0,184,98,1,2016,27,31,320,0
0,26.0,167.0,60.0,145,77,1,2016,27,22,269,0
0,27.0,179.0,75.0,184,98,1,1928,1,31,324,0
0,27.0,175.0,69.0,37,19,1,1928,1,19,249,0
1,24.0,171.0,62.0,282,151,1,1988,33,50,495,3
0,23.0,183.0,90.0,195,103,1,2012,17,26,291,0
0,25.0,175.0,69.0,375,204,0,2002,29,8,103,0
0,29.0,183.0,70.0,25,13,0,1992,0,38,399,0
0,45.0,173.0,82.0,64,35,1,2016,27,16,228,0
0,20.0,193.0,87.0,35,25,1,2008,6,11,133,0
0,17.0,178.0,72.0,408,217,0,1992,0,27,300,0
1,30.0,172.0,65.0,336,205,1,1980,22,3,67,0
0,35.0,182.0,82.0,75,40,1,2008,6,11,131,0
0,23.0,189.0,71.0,22,12,1,2008,6,3,37,0
0,25.0,168.0,61.0,100,189,1,1972,23,22,263,0
0,26.0,163.0,50.0,114,74,1,1968,20,22,271,1
1,27.0,167.0,60.0,408,217,0,1968,12,0,8,0
1,24.0,163.0,62.0,22,12,1,1988,33,17,238,0
1,26.0,174.0,58.0,132,67,1,2004,3,3,72,1
0,29.0,169.0,55.0,242,121,1,1960,28,3,53,0
0,28.0,162.0,70.0,314,108,1,2000,38,16,228,0
0,30.0,171.0,55.0,327,175,0,2014,34,38,399,0
1,26.0,155.0,55.0,151,72,1,1996,4,24,282,0
0,29.0,193.0,92.0,336,205,1,1952,13,3,45,0
0,33.0,170.0,64.0,352,182,1,1964,39,22,264,0
0,22.0,187.0,72.0,382,207,1,1972,23,3,20,0
0,27.0,182.0,83.0,256,146,1,2008,6,42,431,0
1,24.0,161.0,58.0,333,107,1,2008,6,24,282,0
0,26.0,173.0,55.0,196,104,1,2000,38,3,28,0
1,27.0,157.0,53.0,22,12,1,1972,23,1,12,0
0,24.0,187.0,98.0,285,156,1,1976,21,3,50,0
1,26.0,183.0,82.0,296,163,1,1988,33,31,326,1
0,25.0,180.0,73.0,16,8,1,1960,28,28,305,0
1,28.0,168.0,66.0,22,12,1,2016,27,33,336,2
0,53.0,174.0,65.0,383,97,1,1988,33,34,346,0
1,23.0,172.0,58.0,340,61,1,1996,4,42,464,0
1,22.0,167.0,65.0,349,185,0,2002,29,39,410,0
1,26.0,180.0,66.0,251,140,1,1984,18,24,282,2
1,30.0,177.0,75.0,391,210,1,2004,3,45,482,1
